Id,SalePrice
1461,117456.65118067292
1462,140654.88144146255
1463,191063.61652123905
1464,200148.06227895967
1465,213711.97448467836
1466,189992.21352713974
1467,176066.12423920864
1468,182463.50313916104
1469,191636.26711418526
1470,122890.75125412038
1471,187033.41807011585
1472,86383.64351996616
1473,86431.30175962369
1474,153761.34381417
1475,120013.16511855205
1476,382252.993338431
1477,262137.50085613737
1478,350659.3764064766
1479,281692.0334725084
1480,407214.6815991916
1481,302726.1449662647
1482,236440.0171335796
1483,177942.60246858024
1484,169583.77943728887
1485,202416.8106670319
1486,218094.78492313717
1487,314140.801355324
1488,270588.90615462954
1489,189920.64947956405
1490,188691.35881514358
1491,205659.61760419165
1492,89390.41124555864
1493,195010.24597384408
1494,298639.06393371057
1495,293481.3065792199
1496,194710.7119868123
1497,198939.37419279385
1498,172631.68235681625
1499,160782.8427750375
1500,145291.56235292507
1501,166359.42938382132
1502,165437.34745692788
1503,264157.1986747682
1504,263388.7357948995
1505,204543.08137435955
1506,180898.29122622032
1507,230635.2670349551
1508,198748.31929216976
1509,173686.3664904195
1510,137417.88509361167
1511,136447.51442779275
1512,163130.5155899371
1513,166585.47532562423
1514,130153.11046543927
1515,233530.53498459212
1516,171166.15881352057
1517,162435.8719792983
1518,131779.35415484174
1519,196398.37674780726
1520,114806.27960132062
1521,119537.72378019732
1522,173045.73194220872
1523,122593.77511529764
1524,128242.85014817282
1525,116068.77158661955
1526,104478.50045502232
1527,123332.38009308954
1528,146294.25298407068
1529,138976.64807050326
1530,175949.7209655363
1531,120345.59153198823
1532,86739.13708676258
1533,143417.77691737516
1534,126620.87390849087
1535,159119.2088506641
1536,100578.894761323
1537,97708.97205554461
1538,193028.21076266374
1539,237303.16117237322
1540,88856.00923513551
1541,143758.27923090407
1542,137055.40875635715
1543,194891.97985783615
1544,84113.3663415995
1545,114841.50026664673
1546,140559.8046890872
1547,136534.70966154267
1548,132645.32527680416
1549,122123.2902620202
1550,129704.6921704188
1551,95221.5657962095
1552,139084.76369821
1553,123169.47512053349
1554,121452.49889238481
1555,162863.23945146147
1556,76575.95269460813
1557,78018.0815463739
1558,96397.32097031712
1559,66171.8066916333
1560,147115.84799345722
1561,102873.96466578962
1562,131728.40930812457
1563,109268.99980841903
1564,154321.04134720587
1565,167196.23210409144
1566,227911.70457174722
1567,84330.57654289785
1568,201297.97597681056
1569,130581.02372399578
1570,143637.54167507752
1571,145945.0842486308
1572,139224.27505822736
1573,226314.043301068
1574,122529.79330989439
1575,206084.70768402773
1576,240345.57992171217
1577,187990.29873896646
1578,147120.53358112066
1579,147579.17716002068
1580,210681.53240044415
1581,151335.3811694933
1582,133038.37839144724
1583,286437.78196472116
1584,230011.4991364812
1585,127572.39741909876
1586,91997.67316857958
1587,113837.00787165575
1588,134176.9416929616
1589,121148.15591880959
1590,146256.44074285147
1591,90836.53619246418
1592,129837.8484091356
1593,126514.6858293151
1594,170901.7621970703
1595,117949.94241736713
1596,207892.88934972812
1597,170688.31163033494
1598,217387.84918096825
1599,208358.29813777306
1600,206449.41975145927
1601,70838.23275239859
1602,93007.57186548808
1603,61837.95710624778
1604,239587.43612948712
1605,280260.4797885213
1606,179265.9141462231
1607,172997.98730900255
1608,217050.24845411954
1609,188240.96258513886
1610,174445.70383631065
1611,151178.63989644847
1612,173084.25409028237
1613,175611.31956753437
1614,100739.46436509374
1615,90060.73421976902
1616,77033.29597447137
1617,108091.47544772108
1618,132195.80606870912
1619,149799.93646901357
1620,187585.19385126978
1621,156731.66340066702
1622,138180.89434991847
1623,270589.3821648108
1624,199287.43493191665
1625,108195.37506228033
1626,166370.38811812806
1627,190261.2748609169
1628,300822.79749764944
1629,207420.18579949997
1630,291274.03804422054
1631,238172.97168991738
1632,239244.41984462575
1633,196379.16110380692
1634,190907.11150214984
1635,182827.98454579548
1636,166051.0346469842
1637,201897.1555048672
1638,228029.90179205057
1639,192085.98134133732
1640,268460.7079535362
1641,186178.38976847846
1642,223104.48699708842
1643,264916.01518745325
1644,263382.2246510675
1645,198718.03116881847
1646,161147.90136110457
1647,175949.4242716476
1648,136377.58345875307
1649,135802.7550467737
1650,129401.24996787566
1651,144151.2483338022
1652,87702.85036235652
1653,96640.84624565276
1654,159730.3418918606
1655,144556.34568756912
1656,145574.94583131582
1657,161081.25974918995
1658,157855.62089008652
1659,130808.42084632348
1660,166337.49852983188
1661,423567.05966932164
1662,403115.4356500108
1663,369869.94450014574
1664,432946.4524955433
1665,354835.2564379878
1666,291784.5937317894
1667,320605.9651318847
1668,353252.1567506322
1669,343841.36982514686
1670,359632.9546937344
1671,220261.11253826553
1672,385825.8251469082
1673,307761.8187674994
1674,272025.0277489859
1675,173342.79498952813
1676,159840.93462070636
1677,194572.95702525275
1678,413689.9475948473
1679,300280.9475743077
1680,339909.7388294602
1681,317210.5840212826
1682,275662.39860617765
1683,190304.85929226014
1684,204427.63054285874
1685,188787.379277352
1686,183459.3642536609
1687,201830.17221490364
1688,212664.71614003857
1689,211895.92115899315
1690,203699.19604502432
1691,197209.69377723383
1692,288064.61173999007
1693,191183.64641183405
1694,186297.46896733227
1695,198971.13752300455
1696,259643.91445820453
1697,208449.65600431757
1698,328088.0077239787
1699,295773.06283719535
1700,229762.83168310276
1701,280972.4015418426
1702,268346.6857724667
1703,274523.71706734784
1704,276321.68479377544
1705,248393.15671332157
1706,397347.9257276335
1707,196427.42121597915
1708,193671.7062856895
1709,343290.34691809514
1710,248870.59352050745
1711,277617.05421572854
1712,266996.4514686032
1713,226987.2649976525
1714,199637.6891945463
1715,204329.16716084187
1716,195289.5588193438
1717,179769.70244274125
1718,137500.24315733602
1719,212705.27762196958
1720,256921.81839457038
1721,180577.51742359134
1722,132992.82727395417
1723,159010.2577717821
1724,210971.147373948
1725,233238.56495311484
1726,193690.787831506
1727,154794.92177033983
1728,194354.47522028256
1729,182196.8027912737
1730,201060.8173448546
1731,123293.37790658441
1732,126295.60811498458
1733,104251.87523206067
1734,115880.79320461536
1735,131320.1379866253
1736,113934.50033089076
1737,309459.61088484386
1738,236396.59352150047
1739,267477.8936167783
1740,191035.93041830906
1741,167710.49694441934
1742,167828.4723798763
1743,179617.86979784444
1744,277368.0958751049
1745,196927.49314403324
1746,286190.8709716019
1747,237198.77164107794
1748,243591.97700509802
1749,155180.72507751617
1750,131141.30512056523
1751,257836.6894109198
1752,116368.26595847216
1753,153616.95285008475
1754,214271.67652249942
1755,164999.30672696303
1756,141324.8173324247
1757,119595.79385019466
1758,158366.89444837417
1759,177020.49493351462
1760,162011.76151385647
1761,158157.27782738977
1762,201313.389149701
1763,173691.59934590105
1764,105330.01683820155
1765,167173.45475771534
1766,169982.14813451143
1767,209812.43051943253
1768,130726.342384486
1769,191046.60273569333
1770,139582.96563851088
1771,116219.21987628448
1772,124826.3548694083
1773,133797.9006416311
1774,138243.67089594877
1775,128861.60845939862
1776,124815.38042980782
1777,101024.8531288798
1778,134352.62808056409
1779,114320.27997904387
1780,197260.38872598624
1781,122057.87308035814
1782,89721.82816503407
1783,153817.42406653846
1784,104934.38441660302
1785,111294.52558814385
1786,173536.6207773306
1787,185244.7521496031
1788,68541.61786480574
1789,113014.03480542381
1790,59894.06684680097
1791,198734.78221205925
1792,152278.8482089038
1793,135146.58081273362
1794,151829.40279671666
1795,127880.4150855823
1796,138982.0823291978
1797,127279.86285027699
1798,118070.42204591399
1799,109042.45306139649
1800,116770.59890661435
1801,149964.33763487963
1802,166324.60269460618
1803,165206.56001824304
1804,133458.5314677495
1805,135015.04926404334
1806,133192.47400341718
1807,112507.07192068454
1808,132808.54850160633
1809,111829.58508108696
1810,143682.05532378494
1811,99246.40043066209
1812,82631.15398301207
1813,128098.16330444883
1814,90752.4052683448
1815,65578.69496897352
1816,90551.04458840052
1817,102235.67811257299
1818,137763.6797346766
1819,127569.11259312998
1820,17305.707422804786
1821,112937.8815833379
1822,150139.47613794496
1823,-1062.5318910712376
1824,131362.43972125626
1825,153979.26614830946
1826,84871.92810376524
1827,95892.31716790516
1828,134418.93185718078
1829,135414.12833798653
1830,137876.18726974004
1831,170720.81809274107
1832,82150.81826497545
1833,129324.43481129059
1834,122214.82968454319
1835,116899.56929118885
1836,129192.08827481559
1837,67605.58942188695
1838,111819.787646977
1839,114625.26029326627
1840,111902.3137319996
1841,113267.06226108759
1842,80510.5681989314
1843,137026.3039755337
1844,149020.16717237444
1845,160128.98700995883
1846,145063.66754768114
1847,169245.01446897397
1848,72185.24782310147
1849,138966.90668985387
1850,111653.89083158365
1851,163319.6320923299
1852,128507.14255720959
1853,117863.25976053555
1854,179556.37568970607
1855,174321.5513343762
1856,218169.1944682619
1857,173814.74502115534
1858,177014.34500765544
1859,141022.2958310321
1860,144902.5083510622
1861,139895.86298344727
1862,289383.90420297324
1863,287166.3982297431
1864,287187.3501503279
1865,350241.4764397887
1866,352156.6772029314
1867,266118.46006921655
1868,280446.5227281782
1869,198452.79955025506
1870,247908.59480564808
1871,265616.73286613193
1872,186975.55426408653
1873,216448.65616741613
1874,150312.84728835197
1875,197824.06635006866
1876,198510.8038245053
1877,195703.26998231676
1878,207155.45790875028
1879,121512.19764348562
1880,147151.9133864718
1881,218499.86881104973
1882,285227.3253421548
1883,208968.62201661733
1884,217236.31201163493
1885,254769.27008759556
1886,268193.38947283686
1887,197801.02428886853
1888,271194.51485828566
1889,187959.29328946187
1890,125789.3025404627
1891,138783.34033763548
1892,100108.23083428969
1893,122182.12388803856
1894,109157.58126618108
1895,143931.27102925396
1896,140068.55189746525
1897,117459.36002976331
1898,127285.19079815014
1899,150198.21972505003
1900,153946.2616000527
1901,168935.387261461
1902,119910.575030745
1903,207972.61074888357
1904,129463.72110781772
1905,176240.28459327598
1906,166350.92635914334
1907,190875.8814354972
1908,125998.10462251538
1909,149249.36143829417
1910,135982.55372896674
1911,215062.15567774093
1912,272464.7390462116
1913,148664.86171568302
1914,51515.12310219719
1915,241591.385145891
1916,51334.129178652074
1917,289221.33244936424
1918,140868.11515794974
1919,188794.9617849118
1920,176332.13152983016
1921,368127.24805976707
1922,342530.30294890446
1923,235756.6469474677
1924,197863.5467989312
1925,220056.9928002823
1926,367284.9458582911
1927,134060.8203027891
1928,163785.74809553823
1929,129690.83684866736
1930,140510.42590334523
1931,156523.34371764306
1932,157727.26594267436
1933,186398.42247036216
1934,189364.9273509432
1935,180793.59732515388
1936,181143.08621382853
1937,193593.65538063948
1938,167258.16073068534
1939,253848.3206881329
1940,213748.78191273264
1941,192740.88589743595
1942,184315.1324821196
1943,224287.46255948697
1944,315543.49020351097
1945,361535.9694033067
1946,170038.27896249364
1947,330456.012604628
1948,176208.63691398455
1949,218786.21246892517
1950,191534.95279042167
1951,232923.4079887548
1952,209144.44157489506
1953,159269.96752660233
1954,229950.01275988342
1955,151420.06364497752
1956,311098.72790914844
1957,171108.4529805351
1958,300876.1371960747
1959,152109.047007896
1960,122892.28310559038
1961,122471.24637125689
1962,87702.85036235652
1963,96900.88782820036
1964,98908.48322456097
1965,154761.17629111
1966,146347.37849327037
1967,262589.71376736136
1968,313793.60135083087
1969,366398.1327638014
1970,403204.94324128167
1971,437931.63234721497
1972,380932.3000140835
1973,290487.98930186545
1974,303561.1161586873
1975,419639.8948154154
1976,267518.25593446894
1977,319968.4408039509
1978,324544.2412427033
1979,351601.83376475726
1980,194699.14891231945
1981,348283.8973280841
1982,234798.43130126921
1983,234798.43130126921
1984,180281.8818038595
1985,205660.91126059834
1986,201676.4806267235
1987,195570.70626224414
1988,187860.41022008331
1989,215863.50161173125
1990,227299.53654386336
1991,202415.43237057468
1992,222030.67621109006
1993,201457.01551450905
1994,245598.586453791
1995,210553.05664074095
1996,278941.3546149074
1997,369648.5333318582
1998,289864.29748307355
1999,236522.99127955828
2000,324480.5720698752
2001,245458.1175485151
2002,226813.98509236705
2003,285495.04450931796
2004,283446.3590638286
2005,251903.47266643215
2006,236862.7666185007
2007,272604.96718073357
2008,184240.70482163387
2009,189605.5522911814
2010,205817.75404726272
2011,140865.55844338378
2012,183741.22548736818
2013,180381.8851746719
2014,181265.56563186762
2015,203518.72506424598
2016,186566.3235497966
2017,201164.98590585636
2018,120783.54429463879
2019,140680.99418182508
2020,103272.6397590735
2021,103669.76552444114
2022,182013.2170469868
2023,167392.6313632829
2024,246276.21267381147
2025,381239.2759246391
2026,173765.51751147257
2027,153972.3754012608
2028,183040.45294292062
2029,154115.9897737212
2030,320143.39076031675
2031,302835.2764157776
2032,308393.5570700851
2033,315107.37640819815
2034,166156.18229369028
2035,218935.4717429136
2036,216533.49933280982
2037,217746.48881710297
2038,377022.0758873641
2039,226394.69822726818
2040,379830.01397403004
2041,276021.9609549518
2042,218814.92655520025
2043,163532.2130942049
2044,175732.7745958257
2045,208147.2726129787
2046,147647.44901096448
2047,158146.78998800367
2048,145182.1611705313
2049,141381.13636837597
2050,194976.61998979282
2051,106018.53159232344
2052,129654.23401605967
2053,139196.96633914416
2054,105425.56372692273
2055,157607.39264165354
2056,156534.48879594402
2057,106604.18421393633
2058,211046.6521782393
2059,126630.51623369381
2060,154210.15344028035
2061,175462.76280018617
2062,114100.3844564897
2063,111197.13205288304
2064,134507.6483960112
2065,117541.79115222814
2066,186276.61495174514
2067,137560.51103294594
2068,143020.84376961342
2069,107502.29329083161
2070,119097.11780629447
2071,104884.05153270462
2072,157829.18588854955
2073,149450.05584633164
2074,191910.53503807564
2075,134986.00119473645
2076,136394.60998977465
2077,130083.03333639633
2078,110830.40107152937
2079,145848.23491489817
2080,126786.01639532833
2081,121714.37135361205
2082,115322.42292480823
2083,158177.2136129851
2084,115339.62636075472
2085,115763.30898722867
2086,140734.3449486338
2087,146030.88292139443
2088,95708.37586744316
2089,63906.04688929557
